patch_filename,image_name,x,y,i,j,width,height,points
A6_size_512_512_3584.png,A6,512,3584,1,7,512,512,4x18
A6_size_512_512_4096.png,A6,512,4096,1,8,512,512,"3x21, 4x19, 4x20, 4x21"
A6_size_512_512_4608.png,A6,512,4608,1,9,512,512,"4x22, 4x23"
A6_size_512_512_5120.png,A6,512,5120,1,10,512,512,4x24
A6_size_512_1024_3584.png,A6,1024,3584,2,7,512,512,"5x17, 5x18, 6x17, 6x18, 7x17, 7x18"
A6_size_512_1024_4096.png,A6,1024,4096,2,8,512,512,"5x19, 5x20, 5x21, 6x19, 6x20, 6x21, 7x19, 7x20"
A6_size_512_1024_4608.png,A6,1024,4608,2,9,512,512,"5x22, 5x23, 6x22, 6x23, 7x21, 7x22, 7x23"
A6_size_512_1024_5120.png,A6,1024,5120,2,10,512,512,"5x24, 5x25, 6x24, 6x25, 7x24, 7x25"
A6_size_512_1024_5632.png,A6,1024,5632,2,11,512,512,"5x26, 6x26, 6x27, 6x28, 7x26, 7x27, 7x28"
A6_size_512_1024_6144.png,A6,1024,6144,2,12,512,512,"6x29, 6x30, 7x29, 7x30"
A6_size_512_1024_6656.png,A6,1024,6656,2,13,512,512,"6x31, 7x31"
A6_size_512_1536_3072.png,A6,1536,3072,3,6,512,512,9x16
A6_size_512_1536_3584.png,A6,1536,3584,3,7,512,512,"8x17, 8x18, 9x17, 9x18"
A6_size_512_1536_4096.png,A6,1536,4096,3,8,512,512,"8x19, 8x20, 8x21, 9x19, 9x20, 9x21"
A6_size_512_1536_4608.png,A6,1536,4608,3,9,512,512,"8x22, 8x23, 9x22, 9x23"
A6_size_512_1536_5120.png,A6,1536,5120,3,10,512,512,"8x24, 8x25, 9x24, 9x25"
A6_size_512_1536_5632.png,A6,1536,5632,3,11,512,512,"8x26, 8x27, 8x28, 9x26, 9x27, 9x28"
A6_size_512_1536_6144.png,A6,1536,6144,3,12,512,512,"8x29, 8x30, 9x29, 9x30"
A6_size_512_1536_6656.png,A6,1536,6656,3,13,512,512,"8x31, 9x31"
A6_size_512_2048_3072.png,A6,2048,3072,4,6,512,512,"10x16, 11x15, 11x16"
A6_size_512_2048_3584.png,A6,2048,3584,4,7,512,512,"10x17, 10x18, 11x17, 11x18"
A6_size_512_2048_4096.png,A6,2048,4096,4,8,512,512,"10x19, 10x20, 10x21, 11x19, 11x20, 11x21"
A6_size_512_2048_4608.png,A6,2048,4608,4,9,512,512,"10x22, 10x23, 11x22, 11x23"
