patch_filename,image_name,x,y,i,j,width,height,overlapping_512_patches
B1_size_1024_0_4096.png,B1,0,4096,0,4,1024,1024,"B1_size_512_512_4096.png, B1_size_512_512_4608.png"
B1_size_1024_0_5120.png,B1,0,5120,0,5,1024,1024,"B1_size_512_512_5120.png, B1_size_512_512_5632.png"
B1_size_1024_0_6144.png,B1,0,6144,0,6,1024,1024,"B1_size_512_0_6656.png, B1_size_512_512_6144.png, B1_size_512_512_6656.png"
B1_size_1024_0_7168.png,B1,0,7168,0,7,1024,1024,"B1_size_512_0_7168.png, B1_size_512_0_7680.png, B1_size_512_512_7168.png, B1_size_512_512_7680.png"
B1_size_1024_0_8192.png,B1,0,8192,0,8,1024,1024,"B1_size_512_0_8192.png, B1_size_512_0_8704.png, B1_size_512_512_8192.png"
B1_size_1024_1024_2048.png,B1,1024,2048,1,2,1024,1024,"B1_size_512_1024_2560.png, B1_size_512_1536_2560.png"
B1_size_1024_1024_3072.png,B1,1024,3072,1,3,1024,1024,"B1_size_512_1024_3072.png, B1_size_512_1024_3584.png, B1_size_512_1536_3072.png, B1_size_512_1536_3584.png"
B1_size_1024_1024_4096.png,B1,1024,4096,1,4,1024,1024,"B1_size_512_1024_4096.png, B1_size_512_1024_4608.png, B1_size_512_1536_4096.png, B1_size_512_1536_4608.png"
B1_size_1024_1024_5120.png,B1,1024,5120,1,5,1024,1024,"B1_size_512_1024_5120.png, B1_size_512_1024_5632.png, B1_size_512_1536_5120.png, B1_size_512_1536_5632.png"
B1_size_1024_1024_6144.png,B1,1024,6144,1,6,1024,1024,"B1_size_512_1024_6144.png, B1_size_512_1024_6656.png, B1_size_512_1536_6144.png, B1_size_512_1536_6656.png"
B1_size_1024_1024_7168.png,B1,1024,7168,1,7,1024,1024,"B1_size_512_1024_7168.png, B1_size_512_1024_7680.png, B1_size_512_1536_7168.png, B1_size_512_1536_7680.png"
B1_size_1024_1024_8192.png,B1,1024,8192,1,8,1024,1024,"B1_size_512_1024_8192.png, B1_size_512_1536_8192.png"
B1_size_1024_2048_3072.png,B1,2048,3072,2,3,1024,1024,"B1_size_512_2048_3072.png, B1_size_512_2048_3584.png, B1_size_512_2560_3072.png, B1_size_512_2560_3584.png"
B1_size_1024_2048_4096.png,B1,2048,4096,2,4,1024,1024,"B1_size_512_2048_4096.png, B1_size_512_2048_4608.png, B1_size_512_2560_4096.png, B1_size_512_2560_4608.png"
B1_size_1024_2048_5120.png,B1,2048,5120,2,5,1024,1024,"B1_size_512_2048_5120.png, B1_size_512_2048_5632.png, B1_size_512_2560_5120.png, B1_size_512_2560_5632.png"
B1_size_1024_2048_6144.png,B1,2048,6144,2,6,1024,1024,"B1_size_512_2048_6144.png, B1_size_512_2048_6656.png, B1_size_512_2560_6144.png, B1_size_512_2560_6656.png"
B1_size_1024_2048_7168.png,B1,2048,7168,2,7,1024,1024,"B1_size_512_2048_7168.png, B1_size_512_2048_7680.png, B1_size_512_2560_7168.png, B1_size_512_2560_7680.png"
B1_size_1024_2048_8192.png,B1,2048,8192,2,8,1024,1024,"B1_size_512_2048_8192.png, B1_size_512_2560_8192.png"
B1_size_1024_3072_3072.png,B1,3072,3072,3,3,1024,1024,B1_size_512_3072_3584.png
B1_size_1024_3072_4096.png,B1,3072,4096,3,4,1024,1024,"B1_size_512_3072_4096.png, B1_size_512_3072_4608.png, B1_size_512_3584_4608.png"
