patch_filename,image_name,x,y,i,j,width,height,points
H3_size_512_512_7168.png,H3,512,7168,1,14,512,512,4x26
H3_size_512_1024_2560.png,H3,1024,2560,2,5,512,512,"5x10, 6x10, 5x11, 6x11"
H3_size_512_1024_3072.png,H3,1024,3072,2,6,512,512,"5x12, 6x12, 5x13, 6x13"
H3_size_512_1024_3584.png,H3,1024,3584,2,7,512,512,"5x14, 6x14, 5x15, 6x15"
H3_size_512_1024_4096.png,H3,1024,4096,2,8,512,512,"5x16, 6x16"
H3_size_512_1024_4608.png,H3,1024,4608,2,9,512,512,"5x17, 6x17, 6x18, 5x18"
H3_size_512_1024_5120.png,H3,1024,5120,2,10,512,512,"6x19, 5x19, 6x20"
H3_size_512_1024_5632.png,H3,1024,5632,2,11,512,512,"6x21, 6x22"
H3_size_512_1024_7168.png,H3,1024,7168,2,14,512,512,"6x26, 5x26, 5x27, 6x27"
H3_size_512_1024_7680.png,H3,1024,7680,2,15,512,512,6x29
H3_size_512_1536_2560.png,H3,1536,2560,3,5,512,512,"8x10, 7x10, 8x11, 7x11"
H3_size_512_1536_3072.png,H3,1536,3072,3,6,512,512,"8x12, 7x12, 8x13, 7x13"
H3_size_512_1536_3584.png,H3,1536,3584,3,7,512,512,"7x14, 8x14, 8x15, 7x15"
H3_size_512_1536_4096.png,H3,1536,4096,3,8,512,512,"7x16, 8x16"
H3_size_512_1536_4608.png,H3,1536,4608,3,9,512,512,"8x17, 7x17, 8x18, 7x18"
H3_size_512_1536_5120.png,H3,1536,5120,3,10,512,512,"8x19, 7x19, 7x20, 8x20"
H3_size_512_1536_5632.png,H3,1536,5632,3,11,512,512,"8x21, 7x21, 8x22, 7x22"
H3_size_512_1536_7168.png,H3,1536,7168,3,14,512,512,"7x26, 7x27"
H3_size_512_1536_7680.png,H3,1536,7680,3,15,512,512,"7x28, 8x29"
H3_size_512_1536_8192.png,H3,1536,8192,3,16,512,512,8x30
H3_size_512_1536_8704.png,H3,1536,8704,3,17,512,512,8x31
H3_size_512_2048_2560.png,H3,2048,2560,4,5,512,512,"9x10, 9x11"
H3_size_512_2048_3072.png,H3,2048,3072,4,6,512,512,"9x12, 9x13"
H3_size_512_2048_3584.png,H3,2048,3584,4,7,512,512,"9x14, 9x15"
H3_size_512_2048_4096.png,H3,2048,4096,4,8,512,512,9x16
H3_size_512_2048_4608.png,H3,2048,4608,4,9,512,512,"9x17, 9x18"
H3_size_512_2048_5120.png,H3,2048,5120,4,10,512,512,"9x19, 9x20"
H3_size_512_2048_5632.png,H3,2048,5632,4,11,512,512,"9x21, 9x22"
H3_size_512_2048_7168.png,H3,2048,7168,4,14,512,512,9x26
H3_size_512_2048_8192.png,H3,2048,8192,4,16,512,512,9x30
H3_size_512_2048_8704.png,H3,2048,8704,4,17,512,512,9x31
H3_size_512_2560_2560.png,H3,2560,2560,5,5,512,512,"11x10, 10x10, 10x11"
H3_size_512_2560_3072.png,H3,2560,3072,5,6,512,512,"11x12, 10x12, 11x13, 10x13"
H3_size_512_2560_3584.png,H3,2560,3584,5,7,512,512,"11x14, 10x14, 11x15, 10x15"
H3_size_512_2560_4096.png,H3,2560,4096,5,8,512,512,"11x16, 10x16"
H3_size_512_2560_4608.png,H3,2560,4608,5,9,512,512,"11x17, 10x17, 11x18, 10x18"
H3_size_512_2560_5120.png,H3,2560,5120,5,10,512,512,"11x19, 10x19, 11x20, 10x20"
H3_size_512_2560_5632.png,H3,2560,5632,5,11,512,512,"11x21, 10x21, 11x22, 10x22"
H3_size_512_2560_6144.png,H3,2560,6144,5,12,512,512,"11x23, 10x23"
H3_size_512_2560_7168.png,H3,2560,7168,5,14,512,512,"11x26, 10x26, 11x27"
H3_size_512_2560_8192.png,H3,2560,8192,5,16,512,512,10x30
H3_size_512_2560_8704.png,H3,2560,8704,5,17,512,512,"10x31, 11x32, 10x32"
H3_size_512_2560_9216.png,H3,2560,9216,5,18,512,512,"11x33, 10x33, 11x34, 10x34"
H3_size_512_3072_2560.png,H3,3072,2560,6,5,512,512,"12x10, 13x10, 12x11, 13x11"
H3_size_512_3072_3072.png,H3,3072,3072,6,6,512,512,"12x12, 13x12, 12x13, 13x13"
H3_size_512_3072_3584.png,H3,3072,3584,6,7,512,512,"12x14, 13x14, 12x15, 13x15"
H3_size_512_3072_4096.png,H3,3072,4096,6,8,512,512,"13x16, 12x16"
H3_size_512_3072_4608.png,H3,3072,4608,6,9,512,512,"12x17, 13x17, 13x18, 12x18"
H3_size_512_3072_5120.png,H3,3072,5120,6,10,512,512,"12x19, 13x19, 12x20, 13x20"
H3_size_512_3072_5632.png,H3,3072,5632,6,11,512,512,"13x21, 12x21, 12x22, 13x22"
H3_size_512_3072_6144.png,H3,3072,6144,6,12,512,512,"12x23, 13x23"
H3_size_512_3072_6656.png,H3,3072,6656,6,13,512,512,"13x24, 12x24, 12x25, 13x25"
