patch_filename,image_name,x,y,i,j,width,height,points
E3_size_512_0_3584.png,E3,0,3584,0,7,512,512,"2x14, 2x15"
E3_size_512_0_4096.png,E3,0,4096,0,8,512,512,2x16
E3_size_512_512_3072.png,E3,512,3072,1,6,512,512,"4x12, 3x13, 4x13"
E3_size_512_512_3584.png,E3,512,3584,1,7,512,512,"4x14, 3x14, 4x15, 3x15"
E3_size_512_512_4096.png,E3,512,4096,1,8,512,512,"4x16, 3x16"
E3_size_512_512_4608.png,E3,512,4608,1,9,512,512,"4x17, 3x17, 4x18, 3x18"
E3_size_512_512_5120.png,E3,512,5120,1,10,512,512,4x19
E3_size_512_1024_2560.png,E3,1024,2560,2,5,512,512,"6x10, 5x11, 6x11"
E3_size_512_1024_3072.png,E3,1024,3072,2,6,512,512,"5x12, 6x12, 5x13, 6x13"
E3_size_512_1024_3584.png,E3,1024,3584,2,7,512,512,"5x14, 6x14, 5x15, 6x15"
E3_size_512_1024_4096.png,E3,1024,4096,2,8,512,512,"5x16, 6x16"
E3_size_512_1024_4608.png,E3,1024,4608,2,9,512,512,"5x17, 6x17, 5x18, 6x18"
E3_size_512_1024_5120.png,E3,1024,5120,2,10,512,512,"6x19, 5x19, 6x20"
E3_size_512_1536_2048.png,E3,1536,2048,3,4,512,512,8x9
E3_size_512_1536_2560.png,E3,1536,2560,3,5,512,512,"8x10, 7x10, 8x11, 7x11"
E3_size_512_1536_3072.png,E3,1536,3072,3,6,512,512,"8x12, 7x12, 8x13, 7x13"
E3_size_512_1536_3584.png,E3,1536,3584,3,7,512,512,"8x14, 7x14, 8x15, 7x15"
E3_size_512_1536_4096.png,E3,1536,4096,3,8,512,512,"8x16, 7x16"
E3_size_512_1536_4608.png,E3,1536,4608,3,9,512,512,"7x17, 8x17, 7x18"
E3_size_512_1536_5120.png,E3,1536,5120,3,10,512,512,"8x19, 7x19, 8x20, 7x20"
E3_size_512_1536_5632.png,E3,1536,5632,3,11,512,512,"8x21, 7x21"
E3_size_512_2048_1536.png,E3,2048,1536,4,3,512,512,"9x7, 9x8"
E3_size_512_2048_2048.png,E3,2048,2048,4,4,512,512,9x9
E3_size_512_2048_2560.png,E3,2048,2560,4,5,512,512,"9x10, 9x11"
E3_size_512_2048_3072.png,E3,2048,3072,4,6,512,512,"9x12, 9x13"
E3_size_512_2048_3584.png,E3,2048,3584,4,7,512,512,"9x14, 9x15"
E3_size_512_2048_4096.png,E3,2048,4096,4,8,512,512,9x16
E3_size_512_2048_4608.png,E3,2048,4608,4,9,512,512,"9x17, 9x18"
E3_size_512_2048_5120.png,E3,2048,5120,4,10,512,512,"9x19, 9x20"
E3_size_512_2048_5632.png,E3,2048,5632,4,11,512,512,"9x21, 9x22"
E3_size_512_2560_1024.png,E3,2560,1024,5,2,512,512,"11x5, 11x6, 10x6"
E3_size_512_2560_1536.png,E3,2560,1536,5,3,512,512,"10x7, 11x7, 10x8, 11x8"
E3_size_512_2560_2048.png,E3,2560,2048,5,4,512,512,"11x9, 10x9"
E3_size_512_2560_2560.png,E3,2560,2560,5,5,512,512,"11x10, 10x10, 10x11"
E3_size_512_2560_3072.png,E3,2560,3072,5,6,512,512,"10x12, 11x12, 11x13, 10x13"
E3_size_512_2560_3584.png,E3,2560,3584,5,7,512,512,"11x14, 10x14, 10x15, 11x15"
E3_size_512_2560_4096.png,E3,2560,4096,5,8,512,512,"11x16, 10x16"
E3_size_512_2560_4608.png,E3,2560,4608,5,9,512,512,"11x17, 10x17, 11x18, 10x18"
E3_size_512_2560_5120.png,E3,2560,5120,5,10,512,512,"11x19, 10x19, 11x20, 10x20"
E3_size_512_2560_5632.png,E3,2560,5632,5,11,512,512,"11x21, 10x21, 11x22, 10x22"
E3_size_512_2560_6144.png,E3,2560,6144,5,12,512,512,"10x23, 11x23"
E3_size_512_2560_6656.png,E3,2560,6656,5,13,512,512,"11x24, 10x24, 11x25, 10x25"
E3_size_512_2560_7168.png,E3,2560,7168,5,14,512,512,11x26
E3_size_512_3072_1024.png,E3,3072,1024,6,2,512,512,"12x5, 13x5, 12x6, 13x6"
E3_size_512_3072_1536.png,E3,3072,1536,6,3,512,512,"12x7, 13x7, 13x8, 12x8"
E3_size_512_3072_2048.png,E3,3072,2048,6,4,512,512,"12x9, 13x9"
E3_size_512_3072_2560.png,E3,3072,2560,6,5,512,512,"12x10, 13x10, 13x11, 12x11"
E3_size_512_3072_3072.png,E3,3072,3072,6,6,512,512,"13x12, 12x12, 12x13, 13x13"
E3_size_512_3072_3584.png,E3,3072,3584,6,7,512,512,"13x14, 12x14, 13x15, 12x15"
E3_size_512_3072_4096.png,E3,3072,4096,6,8,512,512,"13x16, 12x16"
E3_size_512_3072_4608.png,E3,3072,4608,6,9,512,512,"13x17, 12x17, 12x18, 13x18"
E3_size_512_3072_5120.png,E3,3072,5120,6,10,512,512,"12x19, 13x19, 13x20, 12x20"
E3_size_512_3072_5632.png,E3,3072,5632,6,11,512,512,"13x21, 12x21, 13x22, 12x22"
E3_size_512_3072_6144.png,E3,3072,6144,6,12,512,512,"12x23, 13x23"
E3_size_512_3072_6656.png,E3,3072,6656,6,13,512,512,"13x24, 12x24, 13x25, 12x25"
E3_size_512_3072_7168.png,E3,3072,7168,6,14,512,512,"13x26, 12x26, 13x27, 12x27"
E3_size_512_3072_7680.png,E3,3072,7680,6,15,512,512,"12x28, 13x28"
E3_size_512_3584_1024.png,E3,3584,1024,7,2,512,512,"14x5, 15x5, 15x6, 14x6"
E3_size_512_3584_1536.png,E3,3584,1536,7,3,512,512,"14x7, 15x7, 14x8"
E3_size_512_3584_2048.png,E3,3584,2048,7,4,512,512,"15x9, 14x9"
E3_size_512_3584_2560.png,E3,3584,2560,7,5,512,512,"14x10, 15x10, 15x11, 14x11"
E3_size_512_3584_3072.png,E3,3584,3072,7,6,512,512,"15x12, 14x12, 14x13, 15x13"
E3_size_512_3584_3584.png,E3,3584,3584,7,7,512,512,"15x14, 14x14, 15x15, 14x15"
E3_size_512_3584_4096.png,E3,3584,4096,7,8,512,512,"14x16, 15x16"
E3_size_512_3584_4608.png,E3,3584,4608,7,9,512,512,"15x17, 14x17, 14x18, 15x18"
