patch_filename,image_name,x,y,i,j,width,height,points
D2_size_512_512_3072.png,D2,512,3072,1,6,512,512,"3x12, 4x12, 3x13, 4x13"
D2_size_512_512_3584.png,D2,512,3584,1,7,512,512,"4x14, 4x15"
D2_size_512_512_4096.png,D2,512,4096,1,8,512,512,4x16
D2_size_512_512_4608.png,D2,512,4608,1,9,512,512,4x17
D2_size_512_512_5120.png,D2,512,5120,1,10,512,512,4x19
D2_size_512_512_7680.png,D2,512,7680,1,15,512,512,4x28
D2_size_512_1024_3072.png,D2,1024,3072,2,6,512,512,"6x12, 5x12, 6x13, 5x13"
D2_size_512_1024_3584.png,D2,1024,3584,2,7,512,512,"5x14, 6x14, 6x15"
D2_size_512_1024_4096.png,D2,1024,4096,2,8,512,512,"5x15, 6x16, 5x16"
D2_size_512_1024_4608.png,D2,1024,4608,2,9,512,512,"5x17, 6x17, 6x18, 5x18"
D2_size_512_1024_5120.png,D2,1024,5120,2,10,512,512,"5x19, 6x19, 6x20, 5x20"
D2_size_512_1024_5632.png,D2,1024,5632,2,11,512,512,"6x21, 5x21, 6x22"
D2_size_512_1024_6144.png,D2,1024,6144,2,12,512,512,"6x23, 5x23"
D2_size_512_1024_6656.png,D2,1024,6656,2,13,512,512,"6x24, 5x24, 6x25, 5x25"
D2_size_512_1024_7168.png,D2,1024,7168,2,14,512,512,"5x26, 6x26, 5x27, 6x27"
D2_size_512_1024_7680.png,D2,1024,7680,2,15,512,512,"6x28, 5x28, 6x29"
D2_size_512_1536_3072.png,D2,1536,3072,3,6,512,512,"7x12, 8x12, 7x13, 8x13"
D2_size_512_1536_3584.png,D2,1536,3584,3,7,512,512,"8x14, 7x14, 8x15"
D2_size_512_1536_4096.png,D2,1536,4096,3,8,512,512,"7x15, 8x16, 7x16"
D2_size_512_1536_4608.png,D2,1536,4608,3,9,512,512,"7x17, 8x17, 8x18, 7x18"
D2_size_512_1536_5120.png,D2,1536,5120,3,10,512,512,"8x19, 7x19, 8x20, 7x20"
D2_size_512_1536_5632.png,D2,1536,5632,3,11,512,512,"8x21, 7x21, 8x22, 7x22"
D2_size_512_1536_6144.png,D2,1536,6144,3,12,512,512,"8x23, 7x23"
D2_size_512_1536_6656.png,D2,1536,6656,3,13,512,512,"7x24, 8x24, 7x25, 8x25"
D2_size_512_1536_7168.png,D2,1536,7168,3,14,512,512,"7x26, 8x26, 7x27, 8x27"
D2_size_512_1536_7680.png,D2,1536,7680,3,15,512,512,"8x28, 7x28, 8x29, 7x29"
D2_size_512_2048_3072.png,D2,2048,3072,4,6,512,512,"9x12, 9x13"
D2_size_512_2048_3584.png,D2,2048,3584,4,7,512,512,"9x14, 9x15"
D2_size_512_2048_4096.png,D2,2048,4096,4,8,512,512,9x16
D2_size_512_2048_4608.png,D2,2048,4608,4,9,512,512,"9x17, 9x18"
D2_size_512_2048_5120.png,D2,2048,5120,4,10,512,512,"9x19, 9x20"
D2_size_512_2048_5632.png,D2,2048,5632,4,11,512,512,"9x21, 9x22"
D2_size_512_2048_6144.png,D2,2048,6144,4,12,512,512,9x23
D2_size_512_2048_6656.png,D2,2048,6656,4,13,512,512,"9x24, 9x25"
D2_size_512_2048_7168.png,D2,2048,7168,4,14,512,512,"9x26, 9x27"
D2_size_512_2048_7680.png,D2,2048,7680,4,15,512,512,"9x28, 9x29"
D2_size_512_2560_3072.png,D2,2560,3072,5,6,512,512,"11x12, 10x12, 11x13, 10x13"
D2_size_512_2560_3584.png,D2,2560,3584,5,7,512,512,"11x14, 10x14, 11x15, 10x15"
D2_size_512_2560_4096.png,D2,2560,4096,5,8,512,512,"11x16, 10x16"
D2_size_512_2560_4608.png,D2,2560,4608,5,9,512,512,"11x17, 10x17, 11x18, 10x18"
D2_size_512_2560_5120.png,D2,2560,5120,5,10,512,512,"11x19, 10x19, 11x20, 10x20"
D2_size_512_2560_5632.png,D2,2560,5632,5,11,512,512,"11x21, 10x21, 11x22, 10x22"
D2_size_512_2560_6144.png,D2,2560,6144,5,12,512,512,"11x23, 10x23"
D2_size_512_2560_6656.png,D2,2560,6656,5,13,512,512,"11x24, 10x24, 11x25, 10x25"
D2_size_512_2560_7168.png,D2,2560,7168,5,14,512,512,"11x26, 10x26, 11x27, 10x27"
D2_size_512_2560_7680.png,D2,2560,7680,5,15,512,512,"11x28, 10x28, 11x29, 10x29"
D2_size_512_3072_3072.png,D2,3072,3072,6,6,512,512,"12x12, 13x12, 13x13, 12x13"
D2_size_512_3072_3584.png,D2,3072,3584,6,7,512,512,"12x14, 13x14, 13x15"
D2_size_512_3072_4096.png,D2,3072,4096,6,8,512,512,"12x15, 12x16, 13x16"
D2_size_512_3072_4608.png,D2,3072,4608,6,9,512,512,"13x17, 12x17, 12x18, 13x18"
D2_size_512_3072_5120.png,D2,3072,5120,6,10,512,512,"13x19, 12x19, 13x20, 12x20"
D2_size_512_3072_5632.png,D2,3072,5632,6,11,512,512,"12x21, 13x21, 13x22, 12x22"
D2_size_512_3072_6144.png,D2,3072,6144,6,12,512,512,"12x23, 13x23"
D2_size_512_3072_6656.png,D2,3072,6656,6,13,512,512,"12x24, 13x24, 13x25, 12x25"
D2_size_512_3072_7168.png,D2,3072,7168,6,14,512,512,"13x26, 12x26, 13x27, 12x27"
D2_size_512_3072_7680.png,D2,3072,7680,6,15,512,512,"13x28, 12x28, 13x29, 12x29"
D2_size_512_3584_3072.png,D2,3584,3072,7,6,512,512,"14x12, 15x12, 14x13, 15x13"
D2_size_512_3584_3584.png,D2,3584,3584,7,7,512,512,"15x14, 14x14, 15x15, 14x15"
D2_size_512_3584_4096.png,D2,3584,4096,7,8,512,512,"15x16, 14x16"
D2_size_512_3584_4608.png,D2,3584,4608,7,9,512,512,"15x17, 14x17, 14x18, 15x18"
D2_size_512_3584_5120.png,D2,3584,5120,7,10,512,512,"15x19, 14x19, 15x20, 14x20"
D2_size_512_3584_5632.png,D2,3584,5632,7,11,512,512,"14x21, 15x21, 15x22, 14x22"
D2_size_512_3584_6144.png,D2,3584,6144,7,12,512,512,"15x23, 14x23"
D2_size_512_3584_6656.png,D2,3584,6656,7,13,512,512,"14x24, 15x24, 15x25, 14x25"
D2_size_512_3584_7168.png,D2,3584,7168,7,14,512,512,"15x26, 14x26, 15x27, 14x27"
D2_size_512_3584_7680.png,D2,3584,7680,7,15,512,512,"15x28, 14x28, 15x29, 14x29"
D2_size_512_4096_3072.png,D2,4096,3072,8,6,512,512,"16x12, 16x13"
D2_size_512_4096_3584.png,D2,4096,3584,8,7,512,512,16x14
D2_size_512_4096_4096.png,D2,4096,4096,8,8,512,512,"16x15, 16x16"
D2_size_512_4096_4608.png,D2,4096,4608,8,9,512,512,"16x17, 16x18"
D2_size_512_4096_5120.png,D2,4096,5120,8,10,512,512,"16x19, 16x20"
D2_size_512_4096_5632.png,D2,4096,5632,8,11,512,512,16x21
D2_size_512_4096_6144.png,D2,4096,6144,8,12,512,512,"16x22, 16x23"
D2_size_512_4096_6656.png,D2,4096,6656,8,13,512,512,"16x24, 16x25"
D2_size_512_4096_7168.png,D2,4096,7168,8,14,512,512,"16x26, 16x27"
D2_size_512_4096_7680.png,D2,4096,7680,8,15,512,512,"16x28, 16x29"
D2_size_512_4608_3072.png,D2,4608,3072,9,6,512,512,"18x12, 17x12, 18x13, 17x13"
D2_size_512_4608_3584.png,D2,4608,3584,9,7,512,512,"18x14, 17x14"
D2_size_512_4608_4096.png,D2,4608,4096,9,8,512,512,"18x15, 17x15, 18x16, 17x16"
