patch_filename,image_name,x,y,i,j,width,height,overlapping_512_patches
B6_size_1024_0_2048.png,B6,0,2048,0,2,1024,1024,B6_size_512_512_2560.png
B6_size_1024_0_3072.png,B6,0,3072,0,3,1024,1024,"B6_size_512_512_3072.png, B6_size_512_512_3584.png"
B6_size_1024_0_4096.png,B6,0,4096,0,4,1024,1024,"B6_size_512_512_4096.png, B6_size_512_512_4608.png"
B6_size_1024_0_5120.png,B6,0,5120,0,5,1024,1024,"B6_size_512_512_5120.png, B6_size_512_512_5632.png"
B6_size_1024_1024_2048.png,B6,1024,2048,1,2,1024,1024,B6_size_512_1024_2560.png
B6_size_1024_1024_3072.png,B6,1024,3072,1,3,1024,1024,"B6_size_512_1024_3072.png, B6_size_512_1024_3584.png, B6_size_512_1536_3072.png, B6_size_512_1536_3584.png"
B6_size_1024_1024_4096.png,B6,1024,4096,1,4,1024,1024,"B6_size_512_1024_4096.png, B6_size_512_1024_4608.png, B6_size_512_1536_4096.png, B6_size_512_1536_4608.png"
B6_size_1024_1024_5120.png,B6,1024,5120,1,5,1024,1024,"B6_size_512_1024_5120.png, B6_size_512_1024_5632.png, B6_size_512_1536_5120.png, B6_size_512_1536_5632.png"
B6_size_1024_1024_6144.png,B6,1024,6144,1,6,1024,1024,"B6_size_512_1024_6144.png, B6_size_512_1024_6656.png, B6_size_512_1536_6144.png, B6_size_512_1536_6656.png"
B6_size_1024_1024_7168.png,B6,1024,7168,1,7,1024,1024,"B6_size_512_1024_7168.png, B6_size_512_1024_7680.png, B6_size_512_1536_7168.png, B6_size_512_1536_7680.png"
B6_size_1024_1024_8192.png,B6,1024,8192,1,8,1024,1024,"B6_size_512_1024_8192.png, B6_size_512_1024_8704.png, B6_size_512_1536_8192.png"
B6_size_1024_2048_3072.png,B6,2048,3072,2,3,1024,1024,"B6_size_512_2048_3072.png, B6_size_512_2048_3584.png, B6_size_512_2560_3072.png, B6_size_512_2560_3584.png"
B6_size_1024_2048_4096.png,B6,2048,4096,2,4,1024,1024,"B6_size_512_2048_4096.png, B6_size_512_2560_4096.png, B6_size_512_2560_4608.png"
B6_size_1024_2048_5120.png,B6,2048,5120,2,5,1024,1024,"B6_size_512_2048_5120.png, B6_size_512_2048_5632.png, B6_size_512_2560_5120.png, B6_size_512_2560_5632.png"
B6_size_1024_2048_6144.png,B6,2048,6144,2,6,1024,1024,"B6_size_512_2048_6144.png, B6_size_512_2048_6656.png, B6_size_512_2560_6144.png, B6_size_512_2560_6656.png"
B6_size_1024_2048_7168.png,B6,2048,7168,2,7,1024,1024,"B6_size_512_2048_7168.png, B6_size_512_2048_7680.png, B6_size_512_2560_7168.png, B6_size_512_2560_7680.png"
B6_size_1024_3072_3072.png,B6,3072,3072,3,3,1024,1024,"B6_size_512_3072_3072.png, B6_size_512_3072_3584.png, B6_size_512_3584_3584.png"
B6_size_1024_3072_4096.png,B6,3072,4096,3,4,1024,1024,"B6_size_512_3072_4096.png, B6_size_512_3072_4608.png, B6_size_512_3584_4096.png, B6_size_512_3584_4608.png"
B6_size_1024_3072_5120.png,B6,3072,5120,3,5,1024,1024,"B6_size_512_3072_5120.png, B6_size_512_3072_5632.png, B6_size_512_3584_5120.png, B6_size_512_3584_5632.png"
B6_size_1024_3072_6144.png,B6,3072,6144,3,6,1024,1024,"B6_size_512_3072_6144.png, B6_size_512_3072_6656.png, B6_size_512_3584_6144.png, B6_size_512_3584_6656.png"
B6_size_1024_3072_7168.png,B6,3072,7168,3,7,1024,1024,"B6_size_512_3072_7168.png, B6_size_512_3072_7680.png, B6_size_512_3584_7168.png, B6_size_512_3584_7680.png"
B6_size_1024_4096_4096.png,B6,4096,4096,4,4,1024,1024,"B6_size_512_4096_4096.png, B6_size_512_4096_4608.png, B6_size_512_4608_4096.png, B6_size_512_4608_4608.png"
B6_size_1024_4096_5120.png,B6,4096,5120,4,5,1024,1024,"B6_size_512_4096_5120.png, B6_size_512_4096_5632.png, B6_size_512_4608_5120.png, B6_size_512_4608_5632.png"
B6_size_1024_4096_6144.png,B6,4096,6144,4,6,1024,1024,"B6_size_512_4096_6144.png, B6_size_512_4096_6656.png, B6_size_512_4608_6144.png, B6_size_512_4608_6656.png"
B6_size_1024_4096_7168.png,B6,4096,7168,4,7,1024,1024,"B6_size_512_4096_7168.png, B6_size_512_4608_7168.png"
B6_size_1024_5120_4096.png,B6,5120,4096,5,4,1024,1024,"B6_size_512_5120_4608.png, B6_size_512_5632_4608.png"
B6_size_1024_5120_5120.png,B6,5120,5120,5,5,1024,1024,"B6_size_512_5120_5120.png, B6_size_512_5120_5632.png, B6_size_512_5632_5120.png, B6_size_512_5632_5632.png"
B6_size_1024_5120_6144.png,B6,5120,6144,5,6,1024,1024,"B6_size_512_5120_6144.png, B6_size_512_5120_6656.png, B6_size_512_5632_6144.png, B6_size_512_5632_6656.png"
B6_size_1024_5120_7168.png,B6,5120,7168,5,7,1024,1024,"B6_size_512_5120_7168.png, B6_size_512_5632_7168.png"
B6_size_1024_6144_4096.png,B6,6144,4096,6,4,1024,1024,"B6_size_512_6144_4608.png, B6_size_512_6656_4608.png"
B6_size_1024_6144_5120.png,B6,6144,5120,6,5,1024,1024,"B6_size_512_6144_5120.png, B6_size_512_6144_5632.png, B6_size_512_6656_5632.png"
B6_size_1024_6144_6144.png,B6,6144,6144,6,6,1024,1024,"B6_size_512_6144_6144.png, B6_size_512_6656_6144.png, B6_size_512_6656_6656.png"
B6_size_1024_7168_5120.png,B6,7168,5120,7,5,1024,1024,B6_size_512_7168_5632.png
B6_size_1024_7168_6144.png,B6,7168,6144,7,6,1024,1024,"B6_size_512_7168_6144.png, B6_size_512_7168_6656.png, B6_size_512_7680_6656.png"
