patch_filename,image_name,x,y,i,j,width,height,overlapping_512_patches
C1_size_1024_1024_4096.png,C1,1024,4096,1,4,1024,1024,"C1_size_512_1024_4608.png, C1_size_512_1536_4608.png"
C1_size_1024_1024_5120.png,C1,1024,5120,1,5,1024,1024,"C1_size_512_1024_5120.png, C1_size_512_1536_5120.png, C1_size_512_1536_5632.png"
C1_size_1024_2048_3072.png,C1,2048,3072,2,3,1024,1024,C1_size_512_2560_3584.png
C1_size_1024_2048_4096.png,C1,2048,4096,2,4,1024,1024,"C1_size_512_2048_4096.png, C1_size_512_2048_4608.png, C1_size_512_2560_4096.png, C1_size_512_2560_4608.png"
C1_size_1024_2048_5120.png,C1,2048,5120,2,5,1024,1024,"C1_size_512_2048_5120.png, C1_size_512_2048_5632.png, C1_size_512_2560_5120.png, C1_size_512_2560_5632.png"
C1_size_1024_3072_3072.png,C1,3072,3072,3,3,1024,1024,"C1_size_512_3072_3072.png, C1_size_512_3072_3584.png, C1_size_512_3584_3072.png, C1_size_512_3584_3584.png"
C1_size_1024_3072_4096.png,C1,3072,4096,3,4,1024,1024,"C1_size_512_3072_4096.png, C1_size_512_3072_4608.png, C1_size_512_3584_4096.png, C1_size_512_3584_4608.png"
C1_size_1024_3072_5120.png,C1,3072,5120,3,5,1024,1024,"C1_size_512_3072_5120.png, C1_size_512_3072_5632.png, C1_size_512_3584_5120.png, C1_size_512_3584_5632.png"
C1_size_1024_3072_6144.png,C1,3072,6144,3,6,1024,1024,"C1_size_512_3072_6144.png, C1_size_512_3584_6144.png, C1_size_512_3584_6656.png"
C1_size_1024_4096_2048.png,C1,4096,2048,4,2,1024,1024,"C1_size_512_4096_2560.png, C1_size_512_4608_2560.png"
C1_size_1024_4096_3072.png,C1,4096,3072,4,3,1024,1024,"C1_size_512_4096_3072.png, C1_size_512_4096_3584.png, C1_size_512_4608_3072.png, C1_size_512_4608_3584.png"
C1_size_1024_4096_4096.png,C1,4096,4096,4,4,1024,1024,"C1_size_512_4096_4096.png, C1_size_512_4096_4608.png, C1_size_512_4608_4096.png, C1_size_512_4608_4608.png"
C1_size_1024_4096_5120.png,C1,4096,5120,4,5,1024,1024,"C1_size_512_4096_5120.png, C1_size_512_4096_5632.png, C1_size_512_4608_5120.png, C1_size_512_4608_5632.png"
C1_size_1024_4096_6144.png,C1,4096,6144,4,6,1024,1024,"C1_size_512_4096_6144.png, C1_size_512_4096_6656.png, C1_size_512_4608_6144.png, C1_size_512_4608_6656.png"
C1_size_1024_5120_2048.png,C1,5120,2048,5,2,1024,1024,"C1_size_512_5120_2560.png, C1_size_512_5632_2560.png"
C1_size_1024_5120_3072.png,C1,5120,3072,5,3,1024,1024,"C1_size_512_5120_3072.png, C1_size_512_5120_3584.png, C1_size_512_5632_3072.png, C1_size_512_5632_3584.png"
C1_size_1024_5120_4096.png,C1,5120,4096,5,4,1024,1024,"C1_size_512_5120_4096.png, C1_size_512_5120_4608.png, C1_size_512_5632_4096.png, C1_size_512_5632_4608.png"
C1_size_1024_5120_5120.png,C1,5120,5120,5,5,1024,1024,"C1_size_512_5120_5120.png, C1_size_512_5120_5632.png, C1_size_512_5632_5120.png, C1_size_512_5632_5632.png"
C1_size_1024_5120_6144.png,C1,5120,6144,5,6,1024,1024,"C1_size_512_5120_6144.png, C1_size_512_5120_6656.png"
C1_size_1024_6144_4096.png,C1,6144,4096,6,4,1024,1024,C1_size_512_6144_4608.png
C1_size_1024_6144_5120.png,C1,6144,5120,6,5,1024,1024,C1_size_512_6144_5120.png
