patch_filename,image_name,x,y,i,j,width,height,overlapping_512_patches
C2_size_1024_2048_5120.png,C2,2048,5120,2,5,1024,1024,"C2_size_512_2048_5632.png, C2_size_512_2560_5632.png"
C2_size_1024_2048_6144.png,C2,2048,6144,2,6,1024,1024,"C2_size_512_2048_6144.png, C2_size_512_2560_6144.png, C2_size_512_2560_6656.png"
C2_size_1024_3072_4096.png,C2,3072,4096,3,4,1024,1024,C2_size_512_3584_4608.png
C2_size_1024_3072_5120.png,C2,3072,5120,3,5,1024,1024,"C2_size_512_3072_5120.png, C2_size_512_3072_5632.png, C2_size_512_3584_5120.png, C2_size_512_3584_5632.png"
C2_size_1024_3072_6144.png,C2,3072,6144,3,6,1024,1024,"C2_size_512_3072_6144.png, C2_size_512_3072_6656.png, C2_size_512_3584_6144.png, C2_size_512_3584_6656.png"
C2_size_1024_3072_7168.png,C2,3072,7168,3,7,1024,1024,C2_size_512_3584_7168.png
C2_size_1024_4096_4096.png,C2,4096,4096,4,4,1024,1024,"C2_size_512_4096_4608.png, C2_size_512_4608_4608.png"
C2_size_1024_4096_5120.png,C2,4096,5120,4,5,1024,1024,"C2_size_512_4096_5120.png, C2_size_512_4096_5632.png, C2_size_512_4608_5120.png, C2_size_512_4608_5632.png"
C2_size_1024_4096_6144.png,C2,4096,6144,4,6,1024,1024,"C2_size_512_4096_6144.png, C2_size_512_4096_6656.png, C2_size_512_4608_6144.png, C2_size_512_4608_6656.png"
C2_size_1024_4096_7168.png,C2,4096,7168,4,7,1024,1024,"C2_size_512_4096_7168.png, C2_size_512_4608_7168.png"
C2_size_1024_5120_3072.png,C2,5120,3072,5,3,1024,1024,"C2_size_512_5120_3584.png, C2_size_512_5632_3584.png"
C2_size_1024_5120_4096.png,C2,5120,4096,5,4,1024,1024,"C2_size_512_5120_4096.png, C2_size_512_5120_4608.png, C2_size_512_5632_4096.png, C2_size_512_5632_4608.png"
C2_size_1024_5120_5120.png,C2,5120,5120,5,5,1024,1024,"C2_size_512_5120_5120.png, C2_size_512_5120_5632.png, C2_size_512_5632_5120.png, C2_size_512_5632_5632.png"
C2_size_1024_5120_6144.png,C2,5120,6144,5,6,1024,1024,"C2_size_512_5120_6144.png, C2_size_512_5120_6656.png, C2_size_512_5632_6144.png, C2_size_512_5632_6656.png"
C2_size_1024_5120_7168.png,C2,5120,7168,5,7,1024,1024,"C2_size_512_5120_7168.png, C2_size_512_5120_7680.png, C2_size_512_5632_7168.png, C2_size_512_5632_7680.png"
C2_size_1024_6144_3072.png,C2,6144,3072,6,3,1024,1024,"C2_size_512_6144_3584.png, C2_size_512_6656_3072.png, C2_size_512_6656_3584.png"
C2_size_1024_6144_4096.png,C2,6144,4096,6,4,1024,1024,"C2_size_512_6144_4096.png, C2_size_512_6144_4608.png, C2_size_512_6656_4096.png, C2_size_512_6656_4608.png"
C2_size_1024_6144_5120.png,C2,6144,5120,6,5,1024,1024,"C2_size_512_6144_5120.png, C2_size_512_6144_5632.png, C2_size_512_6656_5120.png, C2_size_512_6656_5632.png"
C2_size_1024_6144_6144.png,C2,6144,6144,6,6,1024,1024,"C2_size_512_6144_6144.png, C2_size_512_6144_6656.png, C2_size_512_6656_6144.png, C2_size_512_6656_6656.png"
C2_size_1024_6144_7168.png,C2,6144,7168,6,7,1024,1024,"C2_size_512_6144_7168.png, C2_size_512_6656_7168.png"
C2_size_1024_7168_4096.png,C2,7168,4096,7,4,1024,1024,"C2_size_512_7168_4096.png, C2_size_512_7168_4608.png"
C2_size_1024_7168_5120.png,C2,7168,5120,7,5,1024,1024,"C2_size_512_7168_5120.png, C2_size_512_7168_5632.png, C2_size_512_7680_5632.png"
C2_size_1024_7168_6144.png,C2,7168,6144,7,6,1024,1024,"C2_size_512_7168_6144.png, C2_size_512_7168_6656.png, C2_size_512_7680_6144.png, C2_size_512_7680_6656.png"
