patch_filename,image_name,x,y,i,j,width,height,points
C4_size_512_512_4096.png,C4,512,4096,1,8,512,512,"4x16, 3x16"
C4_size_512_512_4608.png,C4,512,4608,1,9,512,512,4x17
C4_size_512_1024_3584.png,C4,1024,3584,2,7,512,512,6x15
C4_size_512_1024_4096.png,C4,1024,4096,2,8,512,512,"6x16, 5x16"
C4_size_512_1024_4608.png,C4,1024,4608,2,9,512,512,"6x17, 5x17, 6x18"
C4_size_512_1536_3584.png,C4,1536,3584,3,7,512,512,"8x14, 8x15, 7x15"
C4_size_512_1536_4096.png,C4,1536,4096,3,8,512,512,"8x16, 7x16"
C4_size_512_1536_4608.png,C4,1536,4608,3,9,512,512,"7x17, 8x17, 7x18, 8x18"
C4_size_512_1536_5120.png,C4,1536,5120,3,10,512,512,8x19
C4_size_512_2048_3072.png,C4,2048,3072,4,6,512,512,10x13
C4_size_512_2048_3584.png,C4,2048,3584,4,7,512,512,"10x14, 9x14, 10x15, 9x15"
C4_size_512_2048_4096.png,C4,2048,4096,4,8,512,512,9x16
C4_size_512_2048_4608.png,C4,2048,4608,4,9,512,512,"10x17, 9x17, 10x18, 9x18"
C4_size_512_2048_5120.png,C4,2048,5120,4,10,512,512,"10x19, 9x19, 10x20"
C4_size_512_2560_3072.png,C4,2560,3072,5,6,512,512,11x13
C4_size_512_2560_3584.png,C4,2560,3584,5,7,512,512,"11x14, 11x15"
C4_size_512_2560_4096.png,C4,2560,4096,5,8,512,512,"11x16, 10x16"
C4_size_512_2560_4608.png,C4,2560,4608,5,9,512,512,"11x17, 11x18"
C4_size_512_2560_5120.png,C4,2560,5120,5,10,512,512,"11x19, 11x20"
C4_size_512_3072_2560.png,C4,3072,2560,6,5,512,512,13x11
C4_size_512_3072_3072.png,C4,3072,3072,6,6,512,512,"12x12, 13x12, 12x13, 13x13"
C4_size_512_3072_3584.png,C4,3072,3584,6,7,512,512,"13x14, 12x14, 12x15"
C4_size_512_3072_4096.png,C4,3072,4096,6,8,512,512,"13x15, 12x16, 13x16"
C4_size_512_3072_4608.png,C4,3072,4608,6,9,512,512,"12x17, 13x17, 12x18, 13x18"
C4_size_512_3072_5120.png,C4,3072,5120,6,10,512,512,"13x19, 12x19, 12x20, 13x20"
C4_size_512_3072_5632.png,C4,3072,5632,6,11,512,512,"12x21, 13x21"
C4_size_512_3584_2560.png,C4,3584,2560,7,5,512,512,"15x10, 15x11, 14x11"
C4_size_512_3584_3072.png,C4,3584,3072,7,6,512,512,"15x12, 14x12, 15x13, 14x13"
C4_size_512_3584_3584.png,C4,3584,3584,7,7,512,512,"15x14, 14x14, 15x15, 14x15"
C4_size_512_3584_4096.png,C4,3584,4096,7,8,512,512,"15x16, 14x16"
C4_size_512_3584_4608.png,C4,3584,4608,7,9,512,512,"14x17, 15x17, 15x18, 14x18"
C4_size_512_3584_5120.png,C4,3584,5120,7,10,512,512,"15x19, 14x19, 15x20, 14x20"
C4_size_512_3584_5632.png,C4,3584,5632,7,11,512,512,"14x21, 15x21, 15x22, 14x22"
C4_size_512_4096_2048.png,C4,4096,2048,8,4,512,512,17x9
C4_size_512_4096_2560.png,C4,4096,2560,8,5,512,512,"16x10, 17x10, 17x11, 16x11"
C4_size_512_4096_3072.png,C4,4096,3072,8,6,512,512,"17x12, 16x12, 17x13, 16x13"
C4_size_512_4096_3584.png,C4,4096,3584,8,7,512,512,"17x14, 16x14, 16x15, 17x15"
C4_size_512_4096_4096.png,C4,4096,4096,8,8,512,512,"17x16, 16x16"
C4_size_512_4096_4608.png,C4,4096,4608,8,9,512,512,"16x17, 16x18"
C4_size_512_4096_5120.png,C4,4096,5120,8,10,512,512,"17x19, 16x19, 16x20"
C4_size_512_4096_5632.png,C4,4096,5632,8,11,512,512,"16x21, 17x21, 16x22, 17x22"
C4_size_512_4096_6144.png,C4,4096,6144,8,12,512,512,"17x23, 16x23"
C4_size_512_4608_2048.png,C4,4608,2048,9,4,512,512,18x9
C4_size_512_4608_2560.png,C4,4608,2560,9,5,512,512,"18x10, 18x11"
C4_size_512_4608_3072.png,C4,4608,3072,9,6,512,512,"18x12, 18x13"
C4_size_512_4608_3584.png,C4,4608,3584,9,7,512,512,"18x14, 18x15"
C4_size_512_4608_4096.png,C4,4608,4096,9,8,512,512,18x16
C4_size_512_4608_4608.png,C4,4608,4608,9,9,512,512,"17x17, 18x17, 18x18, 17x18"
C4_size_512_4608_5120.png,C4,4608,5120,9,10,512,512,"18x19, 17x20, 18x20"
C4_size_512_4608_5632.png,C4,4608,5632,9,11,512,512,"18x21, 18x22"
C4_size_512_5120_1536.png,C4,5120,1536,10,3,512,512,"20x8, 19x8"
C4_size_512_5120_2048.png,C4,5120,2048,10,4,512,512,"20x9, 19x9"
C4_size_512_5120_2560.png,C4,5120,2560,10,5,512,512,"20x10, 19x10, 20x11, 19x11"
C4_size_512_5120_3072.png,C4,5120,3072,10,6,512,512,"20x12, 19x12, 20x13, 19x13"
C4_size_512_5120_3584.png,C4,5120,3584,10,7,512,512,"20x14, 19x14, 19x15, 20x15"
C4_size_512_5120_4096.png,C4,5120,4096,10,8,512,512,"20x16, 19x16"
C4_size_512_5120_4608.png,C4,5120,4608,10,9,512,512,"20x17, 19x17, 20x18, 19x18"
C4_size_512_5120_5120.png,C4,5120,5120,10,10,512,512,"20x19, 19x19, 19x20, 20x20"
C4_size_512_5120_5632.png,C4,5120,5632,10,11,512,512,"19x21, 20x21, 19x22"
C4_size_512_5632_1536.png,C4,5632,1536,11,3,512,512,21x8
C4_size_512_5632_2048.png,C4,5632,2048,11,4,512,512,21x9
C4_size_512_5632_2560.png,C4,5632,2560,11,5,512,512,"21x10, 22x11, 21x11"
C4_size_512_5632_3072.png,C4,5632,3072,11,6,512,512,"22x12, 21x12, 22x13, 21x13"
C4_size_512_5632_3584.png,C4,5632,3584,11,7,512,512,"22x14, 21x14, 22x15, 21x15"
C4_size_512_5632_4096.png,C4,5632,4096,11,8,512,512,"22x16, 21x16"
C4_size_512_5632_4608.png,C4,5632,4608,11,9,512,512,"22x17, 21x17, 22x18, 21x18"
C4_size_512_5632_5120.png,C4,5632,5120,11,10,512,512,"22x19, 21x19, 22x20, 21x20"
C4_size_512_6144_3584.png,C4,6144,3584,12,7,512,512,23x15
C4_size_512_6144_4096.png,C4,6144,4096,12,8,512,512,23x16
C4_size_512_6144_4608.png,C4,6144,4608,12,9,512,512,"23x17, 23x18"
C4_size_512_6144_5120.png,C4,6144,5120,12,10,512,512,23x19
