patch_filename,image_name,x,y,i,j,width,height,points
D6_size_512_1536_2560.png,D6,1536,2560,3,5,512,512,8x11
D6_size_512_1536_3072.png,D6,1536,3072,3,6,512,512,"8x12, 8x13"
D6_size_512_1536_3584.png,D6,1536,3584,3,7,512,512,8x14
D6_size_512_1536_4096.png,D6,1536,4096,3,8,512,512,8x16
D6_size_512_2048_2560.png,D6,2048,2560,4,5,512,512,9x11
D6_size_512_2048_3072.png,D6,2048,3072,4,6,512,512,"9x12, 9x13"
D6_size_512_2048_3584.png,D6,2048,3584,4,7,512,512,"9x14, 9x15"
D6_size_512_2048_4096.png,D6,2048,4096,4,8,512,512,9x16
D6_size_512_2048_4608.png,D6,2048,4608,4,9,512,512,"9x17, 9x18"
D6_size_512_2048_5120.png,D6,2048,5120,4,10,512,512,"9x19, 9x20"
D6_size_512_2048_5632.png,D6,2048,5632,4,11,512,512,"9x21, 9x22"
D6_size_512_2048_6144.png,D6,2048,6144,4,12,512,512,9x23
D6_size_512_2048_6656.png,D6,2048,6656,4,13,512,512,"9x24, 9x25"
D6_size_512_2048_7168.png,D6,2048,7168,4,14,512,512,9x26
D6_size_512_2048_7680.png,D6,2048,7680,4,15,512,512,9x28
D6_size_512_2560_2560.png,D6,2560,2560,5,5,512,512,"11x11, 10x11"
D6_size_512_2560_3072.png,D6,2560,3072,5,6,512,512,"11x12, 10x12, 11x13, 10x13"
D6_size_512_2560_3584.png,D6,2560,3584,5,7,512,512,"11x14, 10x14, 11x15, 10x15"
D6_size_512_2560_4096.png,D6,2560,4096,5,8,512,512,"11x16, 10x16"
D6_size_512_2560_4608.png,D6,2560,4608,5,9,512,512,"11x17, 10x17, 11x18, 10x18"
D6_size_512_2560_5120.png,D6,2560,5120,5,10,512,512,"11x19, 10x19, 11x20, 10x20"
D6_size_512_2560_5632.png,D6,2560,5632,5,11,512,512,"11x21, 10x21, 11x22, 10x22"
D6_size_512_2560_6144.png,D6,2560,6144,5,12,512,512,"11x23, 10x23"
D6_size_512_2560_6656.png,D6,2560,6656,5,13,512,512,"11x24, 10x24, 11x25, 10x25"
D6_size_512_2560_7168.png,D6,2560,7168,5,14,512,512,"11x26, 10x26, 11x27, 10x27"
D6_size_512_2560_7680.png,D6,2560,7680,5,15,512,512,"11x28, 10x28"
D6_size_512_3072_2560.png,D6,3072,2560,6,5,512,512,"13x11, 12x11"
D6_size_512_3072_3072.png,D6,3072,3072,6,6,512,512,"12x12, 13x12, 12x13, 13x13"
D6_size_512_3072_3584.png,D6,3072,3584,6,7,512,512,"13x14, 12x14, 12x15, 13x15"
D6_size_512_3072_4096.png,D6,3072,4096,6,8,512,512,"12x16, 13x16"
D6_size_512_3072_4608.png,D6,3072,4608,6,9,512,512,"12x17, 13x17, 12x18, 13x18"
D6_size_512_3072_5120.png,D6,3072,5120,6,10,512,512,"12x19, 13x19, 12x20, 13x20"
D6_size_512_3072_5632.png,D6,3072,5632,6,11,512,512,"13x21, 12x21, 13x22, 12x22"
D6_size_512_3072_6144.png,D6,3072,6144,6,12,512,512,"12x23, 13x23"
D6_size_512_3072_6656.png,D6,3072,6656,6,13,512,512,"13x24, 12x24, 13x25, 12x25"
D6_size_512_3072_7168.png,D6,3072,7168,6,14,512,512,"13x26, 12x26, 13x27, 12x27"
D6_size_512_3072_7680.png,D6,3072,7680,6,15,512,512,"13x28, 12x28"
D6_size_512_3584_2560.png,D6,3584,2560,7,5,512,512,"14x11, 15x11"
D6_size_512_3584_3072.png,D6,3584,3072,7,6,512,512,"14x12, 15x12, 15x13, 14x13"
D6_size_512_3584_3584.png,D6,3584,3584,7,7,512,512,"15x14, 14x14, 15x15, 14x15"
D6_size_512_3584_4096.png,D6,3584,4096,7,8,512,512,"15x16, 14x16"
D6_size_512_3584_4608.png,D6,3584,4608,7,9,512,512,"15x17, 14x17, 15x18, 14x18"
D6_size_512_3584_5120.png,D6,3584,5120,7,10,512,512,"15x19, 14x19, 15x20, 14x20"
D6_size_512_3584_5632.png,D6,3584,5632,7,11,512,512,"14x21, 15x21, 14x22, 15x22"
D6_size_512_3584_6144.png,D6,3584,6144,7,12,512,512,"14x23, 15x23"
D6_size_512_3584_6656.png,D6,3584,6656,7,13,512,512,"14x24, 15x24, 15x25, 14x25"
D6_size_512_3584_7168.png,D6,3584,7168,7,14,512,512,"15x26, 14x26, 15x27, 14x27"
D6_size_512_3584_7680.png,D6,3584,7680,7,15,512,512,"14x28, 15x28"
D6_size_512_4096_2560.png,D6,4096,2560,8,5,512,512,16x11
D6_size_512_4096_3072.png,D6,4096,3072,8,6,512,512,"16x12, 16x13"
D6_size_512_4096_3584.png,D6,4096,3584,8,7,512,512,"16x14, 16x15"
D6_size_512_4096_4096.png,D6,4096,4096,8,8,512,512,16x16
D6_size_512_4096_4608.png,D6,4096,4608,8,9,512,512,"16x17, 16x18"
D6_size_512_4096_5120.png,D6,4096,5120,8,10,512,512,"16x19, 16x20"
D6_size_512_4096_5632.png,D6,4096,5632,8,11,512,512,16x21
D6_size_512_4096_6144.png,D6,4096,6144,8,12,512,512,"16x22, 16x23"
D6_size_512_4096_6656.png,D6,4096,6656,8,13,512,512,"16x24, 16x25"
D6_size_512_4096_7168.png,D6,4096,7168,8,14,512,512,"16x26, 16x27"
D6_size_512_4096_7680.png,D6,4096,7680,8,15,512,512,16x28
D6_size_512_4608_2560.png,D6,4608,2560,9,5,512,512,"17x11, 18x11"
D6_size_512_4608_3072.png,D6,4608,3072,9,6,512,512,"18x12, 17x12, 17x13, 18x13"
D6_size_512_4608_3584.png,D6,4608,3584,9,7,512,512,"18x14, 17x14, 18x15, 17x15"
D6_size_512_4608_4096.png,D6,4608,4096,9,8,512,512,"17x16, 18x16"
D6_size_512_4608_4608.png,D6,4608,4608,9,9,512,512,"17x17, 18x17, 18x18, 17x18"
D6_size_512_4608_5120.png,D6,4608,5120,9,10,512,512,"17x19, 18x19, 17x20, 18x20"
D6_size_512_4608_5632.png,D6,4608,5632,9,11,512,512,"17x21, 18x21, 18x22"
D6_size_512_4608_6144.png,D6,4608,6144,9,12,512,512,"17x22, 18x23, 17x23"
D6_size_512_4608_6656.png,D6,4608,6656,9,13,512,512,"18x24, 17x24, 18x25, 17x25"
D6_size_512_4608_7168.png,D6,4608,7168,9,14,512,512,"18x26, 17x26, 17x27, 18x27"
D6_size_512_4608_7680.png,D6,4608,7680,9,15,512,512,"17x28, 18x28"
D6_size_512_5120_2560.png,D6,5120,2560,10,5,512,512,"20x11, 19x11"
D6_size_512_5120_3072.png,D6,5120,3072,10,6,512,512,"19x12, 20x12, 20x13, 19x13"
D6_size_512_5120_3584.png,D6,5120,3584,10,7,512,512,"20x14, 19x14, 20x15, 19x15"
D6_size_512_5120_4096.png,D6,5120,4096,10,8,512,512,"20x16, 19x16"
D6_size_512_5120_4608.png,D6,5120,4608,10,9,512,512,"20x17, 19x17, 19x18, 20x18"
D6_size_512_5120_5120.png,D6,5120,5120,10,10,512,512,"20x19, 19x19, 19x20, 20x20"
D6_size_512_5120_5632.png,D6,5120,5632,10,11,512,512,"20x21, 19x21, 20x22, 19x22"
D6_size_512_5120_6144.png,D6,5120,6144,10,12,512,512,"20x23, 19x23"
